"ID","Title","Created By","Created On","Estimate","Expected Result","Forecast","Goals","Mission","Preconditions","Priority","References","Section","Section Depth","Section Description","Section Hierarchy","Steps","Steps","Steps (Expected Result)","Steps (Step)","Suite","Suite ID","Template","Type","Updated By","Updated On"
"C4362","Nuka cola. До добавления в очередь. V = 2,0","na.erofeeva@mail.ru","12/4/2022 3:52 PM","","","","","","Создать файл для расчёта цены со скидкой по формуле

![](index.php?/attachments/get/4093)

![](index.php?/attachments/get/4094)

![](index.php?/attachments/get/4095)

Тестовые данные:

- Напиток: nuka cola
- Объем: 2,0 л","Medium","","Правильность цены напитка на розлив со скидкой","2","","Автомат с напитками > Erofeeva > Правильность цены напитка на розлив со скидкой","1. Выполнить шаги 2.1-2.2 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","","1. Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","1. Выполнить шаги 2.1-2.2 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/5/2022 5:15 PM"
"C4363","Nuka cola. До добавления в очередь. V = 2,1","na.erofeeva@mail.ru","12/4/2022 3:52 PM","","","","","","Создать файл для расчёта цены со скидкой по формуле

![](index.php?/attachments/get/4093)

![](index.php?/attachments/get/4094)

![](index.php?/attachments/get/4095)

Тестовые данные:

- Напиток: nuka cola
- Объем: 2,1 л","Medium","","Правильность цены напитка на розлив со скидкой","2","","Автомат с напитками > Erofeeva > Правильность цены напитка на розлив со скидкой","1. Выполнить шаги 2.1-2.2 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","","1. Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","1. Выполнить шаги 2.1-2.2 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/5/2022 5:28 PM"
"C4367","Nuka cola. До добавления в очередь. V = 4,9","na.erofeeva@mail.ru","12/4/2022 3:52 PM","","","","","","Создать файл для расчёта цены со скидкой по формуле

![](index.php?/attachments/get/4093)

![](index.php?/attachments/get/4094)

![](index.php?/attachments/get/4095)

Тестовые данные:

- Напиток: nuka cola
- Объем: 4,9 л","Medium","","Правильность цены напитка на розлив со скидкой","2","","Автомат с напитками > Erofeeva > Правильность цены напитка на розлив со скидкой","1. Выполнить шаги 2.1-2.2 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","","1. Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","1. Выполнить шаги 2.1-2.2 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/5/2022 5:28 PM"
"C4364","Nuka cola. До добавления в очередь. V = 5,0","na.erofeeva@mail.ru","12/4/2022 3:52 PM","","","","","","Создать файл для расчёта цены со скидкой по формуле

![](index.php?/attachments/get/4093)

![](index.php?/attachments/get/4094)

![](index.php?/attachments/get/4095)

Тестовые данные:

- Напиток: nuka cola
- Объем: 5,0 л","Medium","","Правильность цены напитка на розлив со скидкой","2","","Автомат с напитками > Erofeeva > Правильность цены напитка на розлив со скидкой","1. Выполнить шаги 2.1-2.2 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","","1. Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","1. Выполнить шаги 2.1-2.2 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/5/2022 5:28 PM"
"C4365","Nuka cola. До добавления в очередь. V = 5,1","na.erofeeva@mail.ru","12/4/2022 3:52 PM","","","","","","Создать файл для расчёта цены со скидкой по формуле

![](index.php?/attachments/get/4093)

![](index.php?/attachments/get/4094)

![](index.php?/attachments/get/4095)

Тестовые данные:

- Напиток: nuka cola
- Объем: 5,1 л","Medium","","Правильность цены напитка на розлив со скидкой","2","","Автомат с напитками > Erofeeva > Правильность цены напитка на розлив со скидкой","1. Выполнить шаги 2.1-2.2 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","","1. Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","1. Выполнить шаги 2.1-2.2 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/5/2022 5:28 PM"
"C4366","Nuka cola. До добавления в очередь. V = 10,0","na.erofeeva@mail.ru","12/4/2022 3:52 PM","","","","","","Создать файл для расчёта цены со скидкой по формуле

![](index.php?/attachments/get/4093)

![](index.php?/attachments/get/4094)

![](index.php?/attachments/get/4095)

Тестовые данные:

- Напиток: nuka cola
- Объем: 10,0 л","Medium","","Правильность цены напитка на розлив со скидкой","2","","Автомат с напитками > Erofeeva > Правильность цены напитка на розлив со скидкой","1. Выполнить шаги 2.1-2.2 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","","1. Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","1. Выполнить шаги 2.1-2.2 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/5/2022 5:29 PM"
"C4391","Nuka cola. До добавления в очередь. Нельзя выбрать больше 10,0","na.erofeeva@mail.ru","12/4/2022 3:54 PM","","","","","","Выполнить шаг 2.1 юзкейса ""Юзкейс 1. Заказ напитка""

Тестовые данные:

- Напиток: nuka cola","Medium","","Правильность цены напитка на розлив со скидкой","2","","Автомат с напитками > Erofeeva > Правильность цены напитка на розлив со скидкой","1. Попробовать сдвинуть бегунок вправо
Expected Result:
Выбранный объем останется 10,0 л","","1. Выбранный объем останется 10,0 л","1. Попробовать сдвинуть бегунок вправо","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/5/2022 5:19 PM"
"C4392","Slurm. До добавления в очередь. V = 2,0","na.erofeeva@mail.ru","12/4/2022 3:57 PM","","","","","","Создать файл для расчёта цены со скидкой по формуле

![](index.php?/attachments/get/4093)

![](index.php?/attachments/get/4096)

![](index.php?/attachments/get/4097)

Тестовые данные:

- Напиток: slurm
- Объем: 2,0 л","Medium","","Правильность цены напитка на розлив со скидкой","2","","Автомат с напитками > Erofeeva > Правильность цены напитка на розлив со скидкой","1. Выполнить шаги 2.1-2.2 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","","1. Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","1. Выполнить шаги 2.1-2.2 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/5/2022 5:29 PM"
"C4393","Slurm. До добавления в очередь. V = 2,1","na.erofeeva@mail.ru","12/4/2022 3:57 PM","","","","","","Создать файл для расчёта цены со скидкой по формуле

![](index.php?/attachments/get/4093)

![](index.php?/attachments/get/4096)

![](index.php?/attachments/get/4097)

Тестовые данные:

- Напиток: slurm
- Объем: 2,1 л","Medium","","Правильность цены напитка на розлив со скидкой","2","","Автомат с напитками > Erofeeva > Правильность цены напитка на розлив со скидкой","1. Выполнить шаги 2.1-2.2 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","","1. Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","1. Выполнить шаги 2.1-2.2 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/5/2022 5:29 PM"
"C4394","Slurm. До добавления в очередь. V = 4,9","na.erofeeva@mail.ru","12/4/2022 3:57 PM","","","","","","Создать файл для расчёта цены со скидкой по формуле

![](index.php?/attachments/get/4093)

![](index.php?/attachments/get/4096)

![](index.php?/attachments/get/4097)

Тестовые данные:

- Напиток: slurm
- Объем: 4,9 л","Medium","","Правильность цены напитка на розлив со скидкой","2","","Автомат с напитками > Erofeeva > Правильность цены напитка на розлив со скидкой","1. Выполнить шаги 2.1-2.2 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","","1. Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","1. Выполнить шаги 2.1-2.2 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/5/2022 5:29 PM"
"C4395","Slurm. До добавления в очередь. V = 5,0","na.erofeeva@mail.ru","12/4/2022 3:57 PM","","","","","","Создать файл для расчёта цены со скидкой по формуле

![](index.php?/attachments/get/4093)

![](index.php?/attachments/get/4096)

![](index.php?/attachments/get/4097)

Тестовые данные:

- Напиток: slurm
- Объем: 5,0 л","Medium","","Правильность цены напитка на розлив со скидкой","2","","Автомат с напитками > Erofeeva > Правильность цены напитка на розлив со скидкой","1. Выполнить шаги 2.1-2.2 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","","1. Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","1. Выполнить шаги 2.1-2.2 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/5/2022 5:29 PM"
"C4396","Slurm. До добавления в очередь. V = 5,1","na.erofeeva@mail.ru","12/4/2022 3:57 PM","","","","","","Создать файл для расчёта цены со скидкой по формуле

![](index.php?/attachments/get/4093)

![](index.php?/attachments/get/4096)

![](index.php?/attachments/get/4097)

Тестовые данные:

- Напиток: slurm
- Объем: 5,1 л","Medium","","Правильность цены напитка на розлив со скидкой","2","","Автомат с напитками > Erofeeva > Правильность цены напитка на розлив со скидкой","1. Выполнить шаги 2.1-2.2 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","","1. Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","1. Выполнить шаги 2.1-2.2 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/5/2022 5:30 PM"
"C4397","Slurm. До добавления в очередь. V = 10,0","na.erofeeva@mail.ru","12/4/2022 3:57 PM","","","","","","Создать файл для расчёта цены со скидкой по формуле

![](index.php?/attachments/get/4093)

![](index.php?/attachments/get/4096)

![](index.php?/attachments/get/4097)

Тестовые данные:

- Напиток: slurm
- Объем: 10,0 л","Medium","","Правильность цены напитка на розлив со скидкой","2","","Автомат с напитками > Erofeeva > Правильность цены напитка на розлив со скидкой","1. Выполнить шаги 2.1-2.2 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","","1. Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","1. Выполнить шаги 2.1-2.2 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/5/2022 5:32 PM"
"C4398","Slurm. До добавления в очередь. Нельзя выбрать больше 10,0","na.erofeeva@mail.ru","12/4/2022 3:57 PM","","","","","","Выполнить шаг 2.1 юзкейса ""Юзкейс 1. Заказ напитка""

Тестовые данные:

- Напиток: slurm","Medium","","Правильность цены напитка на розлив со скидкой","2","","Автомат с напитками > Erofeeva > Правильность цены напитка на розлив со скидкой","1. Попробовать сдвинуть бегунок вправо
Expected Result:
Выбранный объем останется 10,0 л","","1. Выбранный объем останется 10,0 л","1. Попробовать сдвинуть бегунок вправо","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/5/2022 5:22 PM"
"C4399","Nuka cola. После добавления в очередь. V = 2,0","na.erofeeva@mail.ru","12/4/2022 3:59 PM","","","","","","Создать файл для расчёта цены со скидкой по формуле

![](index.php?/attachments/get/4093)

![](index.php?/attachments/get/4094)

![](index.php?/attachments/get/4095)

Тестовые данные:

- Напиток: nuka cola
- Объем: 2,0 л","Medium","","Правильность цены напитка на розлив со скидкой","2","","Автомат с напитками > Erofeeva > Правильность цены напитка на розлив со скидкой","1. Выполнить шаги 2.1-2.3 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","","1. Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","1. Выполнить шаги 2.1-2.3 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/5/2022 5:32 PM"
"C4400","Nuka cola. После добавления в очередь. V = 2,1","na.erofeeva@mail.ru","12/4/2022 3:59 PM","","","","","","Создать файл для расчёта цены со скидкой по формуле

![](index.php?/attachments/get/4093)

![](index.php?/attachments/get/4094)

![](index.php?/attachments/get/4095)

Тестовые данные:

- Напиток: nuka cola
- Объем: 2,1 л","Medium","","Правильность цены напитка на розлив со скидкой","2","","Автомат с напитками > Erofeeva > Правильность цены напитка на розлив со скидкой","1. Выполнить шаги 2.1-2.3 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","","1. Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","1. Выполнить шаги 2.1-2.3 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/5/2022 5:32 PM"
"C4401","Nuka cola. После добавления в очередь. V = 4,9","na.erofeeva@mail.ru","12/4/2022 3:59 PM","","","","","","Создать файл для расчёта цены со скидкой по формуле

![](index.php?/attachments/get/4093)

![](index.php?/attachments/get/4094)

![](index.php?/attachments/get/4095)

Тестовые данные:

- Напиток: nuka cola
- Объем: 4,9 л","Medium","","Правильность цены напитка на розлив со скидкой","2","","Автомат с напитками > Erofeeva > Правильность цены напитка на розлив со скидкой","1. Выполнить шаги 2.1-2.3 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","","1. Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","1. Выполнить шаги 2.1-2.3 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/5/2022 5:33 PM"
"C4402","Nuka cola. После добавления в очередь. V = 5,0","na.erofeeva@mail.ru","12/4/2022 3:59 PM","","","","","","Создать файл для расчёта цены со скидкой по формуле

![](index.php?/attachments/get/4093)

![](index.php?/attachments/get/4094)

![](index.php?/attachments/get/4095)

Тестовые данные:

- Напиток: nuka cola
- Объем: 5,0 л","Medium","","Правильность цены напитка на розлив со скидкой","2","","Автомат с напитками > Erofeeva > Правильность цены напитка на розлив со скидкой","1. Выполнить шаги 2.1-2.3 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","","1. Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","1. Выполнить шаги 2.1-2.3 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/5/2022 5:33 PM"
"C4403","Nuka cola. После добавления в очередь. V = 5,1","na.erofeeva@mail.ru","12/4/2022 3:59 PM","","","","","","Создать файл для расчёта цены со скидкой по формуле

![](index.php?/attachments/get/4093)

![](index.php?/attachments/get/4094)

![](index.php?/attachments/get/4095)

Тестовые данные:

- Напиток: nuka cola
- Объем: 5,1 л","Medium","","Правильность цены напитка на розлив со скидкой","2","","Автомат с напитками > Erofeeva > Правильность цены напитка на розлив со скидкой","1. Выполнить шаги 2.1-2.3 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","","1. Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","1. Выполнить шаги 2.1-2.3 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/5/2022 5:33 PM"
"C4404","Nuka cola. После добавления в очередь. V = 10,0","na.erofeeva@mail.ru","12/4/2022 3:59 PM","","","","","","Создать файл для расчёта цены со скидкой по формуле

![](index.php?/attachments/get/4093)

![](index.php?/attachments/get/4094)

![](index.php?/attachments/get/4095)

Тестовые данные:

- Напиток: nuka cola
- Объем: 10,0 л","Medium","","Правильность цены напитка на розлив со скидкой","2","","Автомат с напитками > Erofeeva > Правильность цены напитка на розлив со скидкой","1. Выполнить шаги 2.1-2.3 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","","1. Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","1. Выполнить шаги 2.1-2.3 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/5/2022 5:33 PM"
"C4406","Slurm. После добавления в очередь. V = 2,0","na.erofeeva@mail.ru","12/4/2022 3:59 PM","","","","","","Создать файл для расчёта цены со скидкой по формуле

![](index.php?/attachments/get/4093)

![](index.php?/attachments/get/4096)

![](index.php?/attachments/get/4097)

Тестовые данные:

- Напиток: slurm
- Объем: 2,0 л","Medium","","Правильность цены напитка на розлив со скидкой","2","","Автомат с напитками > Erofeeva > Правильность цены напитка на розлив со скидкой","1. Выполнить шаги 2.1-2.3 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","","1. Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","1. Выполнить шаги 2.1-2.3 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/5/2022 5:33 PM"
"C4407","Slurm. После добавления в очередь. V = 2,1","na.erofeeva@mail.ru","12/4/2022 3:59 PM","","","","","","Создать файл для расчёта цены со скидкой по формуле

![](index.php?/attachments/get/4093)

![](index.php?/attachments/get/4096)

![](index.php?/attachments/get/4097)

Тестовые данные:

- Напиток: slurm
- Объем: 2,1 л","Medium","","Правильность цены напитка на розлив со скидкой","2","","Автомат с напитками > Erofeeva > Правильность цены напитка на розлив со скидкой","1. Выполнить шаги 2.1-2.3 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","","1. Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","1. Выполнить шаги 2.1-2.3 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/5/2022 5:33 PM"
"C4408","Slurm. После добавления в очередь. V = 4,9","na.erofeeva@mail.ru","12/4/2022 3:59 PM","","","","","","Создать файл для расчёта цены со скидкой по формуле

![](index.php?/attachments/get/4093)

![](index.php?/attachments/get/4096)

![](index.php?/attachments/get/4097)

Тестовые данные:

- Напиток: slurm
- Объем: 4,9 л","Medium","","Правильность цены напитка на розлив со скидкой","2","","Автомат с напитками > Erofeeva > Правильность цены напитка на розлив со скидкой","1. Выполнить шаги 2.1-2.3 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","","1. Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","1. Выполнить шаги 2.1-2.3 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/5/2022 5:33 PM"
"C4409","Slurm. После добавления в очередь. V = 5,0","na.erofeeva@mail.ru","12/4/2022 3:59 PM","","","","","","Создать файл для расчёта цены со скидкой по формуле

![](index.php?/attachments/get/4093)

![](index.php?/attachments/get/4096)

![](index.php?/attachments/get/4097)

Тестовые данные:

- Напиток: slurm
- Объем: 5,0 л","Medium","","Правильность цены напитка на розлив со скидкой","2","","Автомат с напитками > Erofeeva > Правильность цены напитка на розлив со скидкой","1. Выполнить шаги 2.1-2.3 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","","1. Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","1. Выполнить шаги 2.1-2.3 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/5/2022 5:33 PM"
"C4410","Slurm. После добавления в очередь. V = 5,1","na.erofeeva@mail.ru","12/4/2022 3:59 PM","","","","","","Создать файл для расчёта цены со скидкой по формуле

![](index.php?/attachments/get/4093)

![](index.php?/attachments/get/4096)

![](index.php?/attachments/get/4097)

Тестовые данные:

- Напиток: slurm
- Объем: 5,1 л","Medium","","Правильность цены напитка на розлив со скидкой","2","","Автомат с напитками > Erofeeva > Правильность цены напитка на розлив со скидкой","1. Выполнить шаги 2.1-2.3 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","","1. Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","1. Выполнить шаги 2.1-2.3 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/5/2022 5:33 PM"
"C4411","Slurm. После добавления в очередь. V = 10,0","na.erofeeva@mail.ru","12/4/2022 3:59 PM","","","","","","Создать файл для расчёта цены со скидкой по формуле

![](index.php?/attachments/get/4093)

![](index.php?/attachments/get/4096)

![](index.php?/attachments/get/4097)

Тестовые данные:

- Напиток: slurm
- Объем: 10,0 л","Medium","","Правильность цены напитка на розлив со скидкой","2","","Автомат с напитками > Erofeeva > Правильность цены напитка на розлив со скидкой","1. Выполнить шаги 2.1-2.3 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","","1. Цена напитка в приложении соответствует рассчитанной цене напитка в таблице excel","1. Выполнить шаги 2.1-2.3 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/5/2022 5:33 PM"
"C4306","Сумма заказа nuka cola фиксированной цены","na.erofeeva@mail.ru","12/4/2022 12:34 PM","","Сумма заказа, рассчитанная приложением, совпадает с получившимися","","","","Выполнить шаги 1,3 юзкейса ""Юзкейс 1. Заказ напитка"".

Тестовые данные: 

- Напиток: nuka cola фиксированного объема
- Объем: произвольный
- Количество: больше 1","Medium","","Проверка суммы 1 экран","2","","Автомат с напитками > Erofeeva > Проверка суммы 1 экран","","Суммировать цены каждой позиции в чеке","","","Master","S30","Test Case (Text)","Other","na.erofeeva@mail.ru","12/6/2022 4:30 PM"
"C4427","Сумма заказа nuka cola на розлив","na.erofeeva@mail.ru","12/5/2022 5:36 PM","","Сумма заказа, рассчитанная приложением, совпадает с получившимися","","","","Выполнить шаги 1-3 юзкейса ""Юзкейс 1. Заказ напитка"".

Тестовые данные: 

- Напиток: nuka cola на розлив
- Объем: произвольный
- Количество: больше 1","Medium","","Проверка суммы 1 экран","2","","Автомат с напитками > Erofeeva > Проверка суммы 1 экран","","Суммировать цены каждой позиции в чеке","","","Master","S30","Test Case (Text)","Other","na.erofeeva@mail.ru","12/6/2022 4:37 PM"
"C4429","Сумма заказа slurm фиксированной цены","na.erofeeva@mail.ru","12/5/2022 5:37 PM","","Сумма заказа, рассчитанная приложением, совпадает с получившимися","","","","Выполнить шаги 1,3 юзкейса ""Юзкейс 1. Заказ напитка"".

Тестовые данные: 

- Напиток: slurm фиксированного объема
- Объем: произвольный
- Количество: больше 1","Medium","","Проверка суммы 1 экран","2","","Автомат с напитками > Erofeeva > Проверка суммы 1 экран","","Суммировать цены каждой позиции в чеке","","","Master","S30","Test Case (Text)","Other","na.erofeeva@mail.ru","12/6/2022 4:37 PM"
"C4430","Сумма заказа slurm на розлив","na.erofeeva@mail.ru","12/5/2022 5:37 PM","","Сумма заказа, рассчитанная приложением, совпадает с получившимися","","","","Выполнить шаги 1-3 юзкейса ""Юзкейс 1. Заказ напитка"".

Тестовые данные: 

- Напиток: slurm на розлив
- Объем: произвольный
- Количество: больше 1","Medium","","Проверка суммы 1 экран","2","","Автомат с напитками > Erofeeva > Проверка суммы 1 экран","","Суммировать цены каждой позиции в чеке","","","Master","S30","Test Case (Text)","Other","na.erofeeva@mail.ru","12/6/2022 4:37 PM"
"C4428","Сумма заказа напитки фиксированной цены","na.erofeeva@mail.ru","12/5/2022 5:36 PM","","Сумма заказа, рассчитанная приложением, совпадает с получившимися","","","","Выполнить шаги 1,3 юзкейса ""Юзкейс 1. Заказ напитка"".

Тестовые данные: 

- Напиток: произвольный фиксированного объема
- Объем: произвольный
- Количество: больше 1","Medium","","Проверка суммы 1 экран","2","","Автомат с напитками > Erofeeva > Проверка суммы 1 экран","","Суммировать цены каждой позиции в чеке","","","Master","S30","Test Case (Text)","Other","na.erofeeva@mail.ru","12/6/2022 4:37 PM"
"C4431","Сумма заказа напитки на розлив","na.erofeeva@mail.ru","12/5/2022 5:38 PM","","Сумма заказа, рассчитанная приложением, совпадает с получившимися","","","","Выполнить шаги 1-3 юзкейса ""Юзкейс 1. Заказ напитка"".

Тестовые данные: 

- Напиток: произвольный на розлив
- Объем: произвольный
- Количество: больше 1","Medium","","Проверка суммы 1 экран","2","","Автомат с напитками > Erofeeva > Проверка суммы 1 экран","","Суммировать цены каждой позиции в чеке","","","Master","S30","Test Case (Text)","Other","na.erofeeva@mail.ru","12/6/2022 4:37 PM"
"C4432","Сумма заказа напитки разного объема","na.erofeeva@mail.ru","12/5/2022 5:40 PM","","Сумма заказа, рассчитанная приложением, совпадает с получившимися","","","","Выполнить шаги 1-3 юзкейса ""Юзкейс 1. Заказ напитка"".

Тестовые данные: 

- Напиток: произвольный, и фиксированного объема и на розлив
- Объем: произвольный
- Количество: больше 1","Medium","","Проверка суммы 1 экран","2","","Автомат с напитками > Erofeeva > Проверка суммы 1 экран","","Суммировать цены каждой позиции в чеке","","","Master","S30","Test Case (Text)","Other","na.erofeeva@mail.ru","12/6/2022 4:37 PM"
"C4307","Список покупок на 1 экране соответствует списку покупок на 2 экране","na.erofeeva@mail.ru","12/4/2022 12:35 PM","","","","","","Тестовые данные:

- Напитки: произвольные
- Объем: произвольный
- Количество: произвольное","Medium","","Соответствие данных 1 -> 2 экран","2","","Автомат с напитками > Erofeeva > Соответствие данных 1 -> 2 экран","1. Выполнить шаги 1-3 юзкейса ""Юзкейс 1. Заказ напитков""

Запомнить или записать выбранные тестовые данные
Expected Result:
Напитки выбранного объема появятся в очереди
2. Выполнить шаг 4 юзкейса ""Юзкейс 1. Заказ напитков""
Expected Result:
Очередь заказов на 1 экране совпадает со списком заказов на 2 экране","","1. Напитки выбранного объема появятся в очереди
2. Очередь заказов на 1 экране совпадает со списком заказов на 2 экране","1. Выполнить шаги 1-3 юзкейса ""Юзкейс 1. Заказ напитков""

Запомнить или записать выбранные тестовые данные
2. Выполнить шаг 4 юзкейса ""Юзкейс 1. Заказ напитков""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/6/2022 5:05 PM"
